날짜,제목,내용
2023.06.06.,다시 뱃고동 울리는 조선주…실적 개선·정부 지원 '겹호재',"이 기간 삼성중공업(9.4%), HD현대중공업(5.3%), 대우조선해양(3.6%), 현대미포조선(1.9%) 등 조선주도 나란히 올랐다. 선가가 상승하면서 실적이 본격적으로 회복될 것이라는 증권업계 평가가 투심을 자극했다. 최근 신조선가는 170포인트를 기록했다. 조선업이 호황 가도를 달렸던 2007년(184포인트)에 근접한..."
2023.06.06.,K방산 군함 수출 특화 3가지 전략,HD현대중공업이 제안하고 있는 원양초계함(OPV) 표준선 이미지. 조선 업계에서는 수출용 표준선을 톤수별로 다양하게 개발해 대량으로 공급하는 전략을 통해 군함 수출을 확대할 수 있을 것으로 내다보고 있다. HD현대중공업 제공 국내 조선업계는 군함 수출 확대를 위해 △함정 수출 패키지 전략 △국산 함정...
2023.06.06.,차곡차곡 곶간 채우는 K-조선,"HD현대중공업이 건조한 11,700TEU급 컨테이너선의 시운전 모습 국내 조선업계가 제2의 부흥기를 맞이할 준비를 하고 있다. 대형 조선 3사가 지난해에 이어 올해도 친환경 선박 수주를 바탕으로 차곡차곡 곶간을 채워나가고 있다. HD한국조선해양이 가장 앞서고 있으며 삼성중공업과 한화오션이 그 뒤를..."
2023.06.06.,"금융위 ""자사주, 주주가치 제고로 활용되게 할 것""....기업계 ""경영권 방어 수...","현대중공업그룹의 경우 2017년 4월 현대중공업을 인적분할해 지주사인 현대중공업지주(현 HD현대)와 현대중공업, 현대건설기계, 현대일렉트릭 등 4개 회사로 나눴다. 이 과정에서 현대중공업지주의 신주를 현대중공업 자사주와 맞바꾸면서 현대중공업지주의 현대중공업 지분율은 13.4%에서 27.8%로 늘었다. 정몽준..."
2023.06.07.,"HD현대중공업, 영국 밥콕과 ‘잠수함 수출’ 공동 협력",HD현대중공업이 세계적인 방산 기술력을 보유한 영국의 밥콕과 ‘K-잠수함’ 수출을 위한 협력에 나선다. HD현대중공업은 6월 7일 부산 벡스코에서 개최된 국제해양방위산업전(마덱스·MADEX 2023)에서 밥콕 캐나다와 ‘캐나다 수출용 잠수함 사업을 위한 기술협력합의서(TCA)’를 체결했다고 밝혔다. 이날...
2023.06.07.,'MADEX 2023' HD현대중공업 부스 둘러보는 관람객들,7일 부산 벡스코에 마련된 'MADEX 2023(국제해양방위산업전)' HD현대중공업 부스를 관람객들이 둘러보고 있다. 2023.6.7 [HD현대중공업 제공. 재판매 및 DB 금지]
2023.06.07.,"HD현대중공업, 구축함 등 차세대 함정 모형 첫 공개","HD현대중공업은 7일부터 9일까지 부산 벡스코에서 열리는 국제해양방위산업전(MADEX 2023)에서 연구개발 중인 차세대 함정 모형을 최초로 선보인다. 이번 전시회에서 공개되는 함정은 차세대 한국형 구축함(KDDX)과 최초로 콘셉트가 공개되는 무인전력지휘통제함, 기존 모델에서 한층 업그레이드된 한국형..."
2023.06.07.,"HD현대중공업, 밥콕사와 '잠수함 수출' 공동 협력",HD현대중공업이 세계적인 방산 기술력을 보유한 영국의 밥콕사와 'K-잠수함' 수출을 위한 협력에 나선다. HD현대중공업은 7일 부산 벡스코에서 개최된 국제해양방위산업전(MADEX 2023)에서 밥콕 캐나다와 '캐나다 수출용 잠수함 사업을 위한 기술협력합의서(TCA)'를 체결했다고 밝혔다. 이 행사에는...
2023.06.07.,[르포] 한화오션·HD현대 부산에서 해양방산 각축전,해양방산 기업들이 총출동한 가운데 한화오션과 HD현대중공업의 각축이 눈길을 사로잡았다. 김승연 한화그룹 회장의 장남 김동관 한화솔루션 부회장은 행사장을 직접 찾아 방산 부문 계열사에 힘을 실어줬다. 올해 행사에는 12개 국가에서 128개 방위산업체가 참여했다. 최첨단 함정 무기체계와 함정...
2023.06.07.,HD현대중공업 한국형 중형 항공모함 공개,7일 부산 해운대구 벡스코에서 열린 '2023 부산국제조선해양대제전(국제해양방위산업전)'에서 HD현대중공업이 4만t급한국형 중형 항공모함 모형을 공개하고 있다. 캐터펄트(갑판에서 함재기를 쏘아 올리는 사출기)와 어레스팅 와이어(항공기의 착륙거리를 줄이기 위해 바닥에 설치한 쇠줄)를 이용하는...
2023.06.07.,"한영석 HD현대중공업 부회장 ""배치-3, 잘하는 업체가 수주해야""","한영석 HD현대중공업 부회장은 7일 ""수상함 분야에서 HD현대중공업의 경쟁사는 없다고 생각한다""고 밝혔다. 한 부회장은 이날 오후 부산 벡스코에서 열리는 '국제해양방위산업전(마덱스)에 방문해 기자들과 만나 ""HD현대중공업은 대한민국을 떠나 전 세계적으로 배를 건조하는 최고 회사""라며 이같이 말했다. 한..."
2023.06.07.,"[현장] 한화오션·HD현대, 방산분야 최강기업 격돌 '후끈'",맞은편에 부스를 차린 HD현대의 조선부문 계열사 HD현대중공업도 연구개발 중인 차세대 함정 모형을 최초로 선보이며 관람객들의 이목을 집중케 했다. 7일 부산 벡스코 국제해양방위산업전시회(MADEX 2023)의 막이 올랐다. 올해로 12회째인 이번 전시회에는 12개국 140여 개의 국내외 방산업체가 참가해 560여...
2023.06.07.,"HD현대중공업, 차세대 함정 모형 최초 공개",HD현대중공업이 세계 최고 조선기술로 'K-방산'의 명성을 바다로 확장한다. HD현대중공업은 7일부터 9일까지 부산 벡스코에서 개최되는 국제해양방위산업전(MADEX 2023)에 참가해 연구개발 중인 차세대 함정의 모형을 최초로 선보인다. 이번 전시회에서 공개되는 함정은 HD현대중공업이 개발 중인 차세대...
2023.06.08.,"[단독] HD현대 권오갑 회장, 수감 노조간부 면회...노조 소식지 1면 실려","노조 “늦었지만 환영, 치유 노력” 평가 HD현대중공업 노사는 지난달 임금협상 상견례를 마친 뒤 단체교섭을 진행 중이다. 조선업 호황기에 접어들어 일손이 부족한 상황이라, 올해 교섭에선 임금 인상 규모가 최대 쟁점이다. 이에 HD현대중공업 노조는 8일 임투(임금인상투쟁) 출정식을 갖기로 하고 이날..."
2023.06.08.,"정기선 HD현대 사장, 노르시핑서 ""대양 친환경 대전환 이끌 것""","HD한국조선해양은 노르시핑 참가 이틀째인 지난 7일(현지시간) 영국 로이드선급(LR), 노르웨이 해운사 크누센(Knutsen), HD현대중공업과 ‘LNG운반선의 전 생애주기 탄소배출량 산출에 관한 업무협약(MOU)’을 체결했다. 이번 협약에 따라 네 기관은 세계 최초로 실제 선박의 ‘요람에서 무덤까지’, 즉 원재료..."
2023.06.08.,"HD한국조선해양, 노르시핑서 세계 선사·선급과 친환경 협약","HD한국조선해양은 지난 7일 영국 로이드선급(LR), 노르웨이 해운사 크누센, HD현대중공업과 17만4천㎥급 액화천연가스(LNG) 운반선의 전 생애주기 탄소 배출량 산출에 관한 업무협약(MOU)을 체결했다. 협약에 따라 이들 기업·기관은 세계 최초로 실제 선박의 '요람에서 무덤까지' 발생하는 탄소 배출량을..."
2023.06.08.,"[MADEX 2023] HD현대중공업, 4만t급 중형항모 모형 첫 공개",한국형 전투기 개량 KF-21N 함재기로 염두 HD현대중공업은 부산 벡스코에서 열리고 있는 '국제해양방위산업전(MADEX) 2023'에서 기존 3만t급 경항공모함보다 덩치가 커진 4만t급의 중형항공모함 모형을 선보였다.8일 HD현대중공업 홍보관에서 볼 수 있었던 항모 모형은 2년 전 'MADEX 2021'에서 공개한...
2023.06.08.,"HD현대중공업 기능장회, 울산동구종합사회복지관에 '미래인재 장학금' 100만 ...",HD현대중공업 기능장회(회장 이성구)는 6월 8일 목요일 18시 울산동구종합사회복지관(관장 이정석)에 '미래인재 장학금' 100만 원을 기탁했다. 미래인재 장학금은 우수한 성적과 올곧은 마음가짐으로 타의 모범이 되는 동구 지역 취약계층 학생 3명의 학습비로 사용될 예정이다. HD현대중공업 기능장회 이상구...
2023.06.08.,"'마덱스서 판 깐' 한화오션, 초장부터 HD현대에 '선전포고'",이곳에서 HD현대중공업 또한 부스를 꾸려 정면 대결의 판도 제대로 깔았다. 이번 MADEX는 한화오션의 데뷔와 함께 울산급 배치-III 호위함 5·6번함 입찰을 둔 이들의 신경전으로 그 어느 때보다 뜨거웠다. 한화오션은 지난 7일부터 오는 9일까지 부산 벡스코에서 진행 중인 MADEX 2023에서 한화시스템...
2023.06.08.,"HD현대중공업, 하반기부터 본격 실적 개선-NH","NH투자증권이 8일 HD현대중공업에 대해 하반기부터 실적 개선이 본격적으로 이뤄질 것으로 예상했다. 투자의견 ‘매수’를 유지하고, 목표주가는 기존 13만7000원에서 15만3000원으로 올려잡았다. 전 거래일 종가 기준 HD현대중공업 주가는 12만4800원이다. HD현대중공업은 지난 2019년 6월 1일..."
