날짜,제목,내용
2023.06.02.,조선업계 실적개선 본격화…인력난도 소폭 개선,"삼성중공업 역시 올해 27억 달러(7척)을 수주하면서, 연간 수주 목표(95억 달러)의 28%를 달성했다. 하반기에 모잠비크 물량, LNGC 물량 등의 추가 수주가 예상돼, 올해 목표 달성이 가능할 것이란 게 업계 중론이다. 한화오션은 한화와의 합병이 마무리된 만큼, 올해 하반기 수주에 속도가 붙을 전망이다...."
2023.06.02.,'美 디폴트 위기 넘겼다'...부채한도법 상원도 통과 [권영훈의 증시뉴스 PICK...,"◎ 삼성중공업, 원유운반선 2척 2,275억원 수주 네번째 뉴스픽입니다. 삼성중공업이 오세아니아 지역 선주와 원유운반선 2척을 2,275억원에 수주했다고 밝혔습니다. 올 들어 현재까지 누적수주 27억 달러로, 연간 수주목표 95억 달러의 28%를 달성했습니다. 지금까지 증시뉴스 픽이었습니다."
2023.06.02.,조선 ‘빅3’ 14兆 카타르 LNG선 협상 돌입…Q-Max 수주 후 과제는,"카타르에너지와 조선 빅3( HD한국조선해양, 한화오션, 삼성중공업)가 14조원 규모의 LNG선 수주를 두고 이달부터 실무협상에 돌입한다. 이번 협상에서는 일반적인 선형보다 큰 Q-Max에 대한 건조 논의도 이뤄지고 있다. 초대형선 건조에 나설 경우 조선소의 생산성이 떨어질 수밖에 없다...."
2023.06.02.,국민연금이 찜한 LG이노텍·하이브…지분율 1%p 늘렸다,"2일 국민연금은 지난 5월 말 기준으로 ▲LG이노텍 ▲하이브 ▲한올바이오파마 ▲삼성중공업의 보유 지분율이 각각 1%포인트 이상 증가했다고 전일 공시했다. 종목별로는 LG이노텍이 기존 10.13%에서 11.16%, 하이브는 6.62%에서 7.63%로 지분율이 늘어났으며 한올바이오파마도 8.35%에서 9.60%, 삼성중공업은 6.02..."
2023.06.03.,[삼성그룹] 시가총액 8조8456억원 증가...삼성중공업 2.15% 상승 '주목',"이들 계열사 중 삼성중공업 종목은 전거래일 대비 2.15% 상승해 삼성그룹 계열사에서 주가상승률 1위를 기록했다. 삼성중공업 뒤를 이어 삼성전자, 삼성화재 종목도 각각 1.83%, 1.56%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, 멀티캠퍼스 종목은 -0.86%를 기록해 삼성그룹..."
2023.06.03.,“저가수주 탈출”…숨고르는 조선업계,"정 사장은 최근 내부 회의에서도 수익성에 기반한 선별적 수주를 여러 차례 강조한 것으로 알려졌다 삼성중공업과 한화오션의 경우, 각각 올해 목표의 20%대와 10%대만 달성하면서 더딘 출발을 보이고 있다. 이는 무리한 수주를 하지 않고 거래를 선별해 선가를 높이는 데 집중하는 전략이다. 두 조선사는 올해..."
2023.06.03.,"삼성전자 2.3도 한전 3.2도기업 43.3%, 파리협정 목표 초과","롯데케미칼 3.8도, 삼성중공업 3.7도, 현대중공업 3.6도, 한온시스템 3.6도 순으로 조사됐다. 반면 CJ제일제당·현대글로비스·현대건설·KB금융·삼성바이오로직스·하나금융지주·삼성화재·NH투자증권은 1.5도보다 낮은 1.3도를 기록해 1.5도 이하인 그룹에 속했다. 2도 이내, 보고 경계 뚜렷하고 목표..."
2023.06.03.,"경남도, '차세대 원전 글로벌 제조거점 육성' 비전 제시","또한, 삼성중공업, 한화오션, 한국전력기술, 한국원자력연구원 등과 함께 육상원전뿐만 아니라, 선박 및 해양플랜트에 적용할 수 있는 용융염원자로 등의 차세대원전 기술개발 및 실증 연구도 추진한다. 원전해체 기술 중 절단·해체·제염 등의 기술개발에 235억원을 투입하고, 사용후핵연료 저장용기의..."
2023.06.04.,"공정위, '하도급계약서 미발급' 삼성중공업에 과징금 3600만원 부과",삼성중공업이 선박 전기장치 작업을 위탁하면서 작업 내용과 하도급 대금 등을 적은 서면을 수급사업자가 작업을 시작하기 전까지 발급하지 않아 공정거래위원회(공정위)로부터 시정명령과 과징금 3600만원을 부과 받았습니다. 오늘(4일) 공정위에 따르면 삼성중공업은 2019년 9월부터 2020년 4월 사이...
2023.06.04.,작업 전까지 하도급계약서 미발급…삼성중공업에 과징금,공정거래위원회가 작업 전까지 수급사업자에 계약서를 작성해주지 않은 삼성중공업에 과징금 3천600만원을 부과했다. 공정위는 선박 전기장치 작업 임가공 등을 위탁하면서 작업 내용과 하도급 대금 등을 적은 서면을 수급사업자가 작업을 시작하기 전까지 발급하지 않은 삼성중공업에 시정명령과 과징금을...
